"inc_ang [deg]","Freq [GHz]","mag(S(rx1_p1,tx_p1)) []","ang_deg(S(rx1_p1,tx_p1)) [deg]","mag(S(rx2_p1,tx_p1)) []","ang_deg(S(rx2_p1,tx_p1)) [deg]"
-90,6.396,0.00145288050694559,55.0609470902989,0.00190801682205872,-108.228644201566
-90,6.397,0.00145309589856606,52.3872437952825,0.00190839356591684,-110.923995351815
-90,6.398,0.00145330901750677,49.713525488616,0.00190876631694437,-113.619357983398
-90,6.399,0.00145351986247718,47.0397923215931,0.00190913507332742,-116.314731979662
-90,6.4,0.00145372843363904,44.3660444710032,0.00190949983388268,-119.010117209404
-90,6.401,0.00145393472883629,41.692282146655,0.00190986059781764,-121.705513529357
-90,6.402,0.00145413874799531,39.01850544052,0.00191021736466381,-124.400920844407
-90,6.403,0.00145434048937941,36.3447145603445,0.0019105701319218,-127.096338973616
-90,6.404,0.00145453995267366,33.6709096506413,0.00191091890027495,-129.791767849201
-90,6.405,0.00145473713595665,30.9970909075244,0.0019112636662022,-132.487207302779
-90,6.406,0.00145493203948796,28.3232584582242,0.00191160443095972,-135.182657205664
-90,6.407,0.00145512466210308,25.6494124811736,0.00191194119110981,-137.878117465011
-90,6.408,0.00145531500185669,22.9755531558089,0.00191227394828753,-140.573587917325
-90,6.409,0.00145550305932937,20.3016806186875,0.00191260269971461,-143.269068442778
-90,6.41,0.00145568883219604,17.6277950660522,0.00191292744495353,-145.964558935659
-90,6.411,0.00145587232139536,14.953896629095,0.0019132481824585,-148.660059234157
-90,6.412,0.00145605352385044,12.279985498913,0.00191356491229562,-151.355569246154
-90,6.413,0.00145623243950781,9.60606183488044,0.00191387763175988,-154.051088814159
-90,6.414,0.00145640906849191,6.93212578567976,0.00191418634160246,-156.746617839333
-90,6.415,0.00145658341012933,4.25817752750178,0.00191449103974776,-159.442156172813
-90,6.416,0.00145675546161575,1.58421722106088,0.0019147917259849,-162.13770370451
-90,6.417,0.00145692522300197,-1.08975496924883,0.00191508839821519,-164.833260295027
-90,6.418,0.00145709269420878,-3.76373888073009,0.00191538105724013,-167.52882583455
-90,6.419,0.0014572578742914,-6.43773434952788,0.00191566970020267,-170.22440017876
-90,6.42,0.00145742076190239,-9.1117412120309,0.00191595432857813,-172.919983217431
-90,6.421,0.00145758135695825,-11.7857593006754,0.0019162349392094,-175.615574814385
-90,6.422,0.00145773965754222,-14.4597884666844,0.00191651153165233,-178.311174848887
-90,6.423,0.00145789566365455,-17.1338285379891,0.00191678410656335,178.993216804118
-90,6.424,0.00145804937512735,-19.807879343442,0.00191705266099823,176.297600269105
-90,6.425,0.00145820079036683,-22.4819407315037,0.00191731719576739,173.601975675355
-90,6.426,0.00145834990944385,-25.1560125280542,0.00191757770990799,170.906343146088
-90,6.427,0.00145849673101102,-27.8300945840061,0.00191783420120143,168.210702800418
-90,6.428,0.00145864125479781,-30.5041867233442,0.00191808667059795,165.515054775605
-90,6.429,0.00145878347892654,-33.1782888189155,0.00191833511582184,162.819399180203
-90,6.43,0.0014589234049498,-35.852400641746,0.00191857953717129,160.123736153308
-90,6.431,0.00145906103036753,-38.5265220911031,0.00191881993251885,157.428065802978
-90,6.432,0.00145919635511064,-41.2006529823017,0.00191905630289036,154.732388266982
-90,6.433,0.00145932937819231,-43.874793145952,0.00191928864734605,152.036703679175
-90,6.434,0.00145946010011473,-46.5489424714035,0.00191951696304418,149.341012126589
-90,6.435,0.00145958851907086,-49.2231006893421,0.00191974125175362,146.645313777098
-90,6.436,0.00145971463533889,-51.8972677351625,0.00191996151203627,143.949608721126
-90,6.437,0.00145983844766247,-54.5714434059227,0.00192017774190969,141.253897108227
-90,6.438,0.00145995995620225,-57.2456275614946,0.00192038994261709,138.558179028635
-90,6.439,0.00146007915922453,-59.9198200120806,0.00192059811249903,135.862454649357
-90,6.44,0.00146019605724237,-62.594020620574,0.00192080225106502,133.166724047081
-90,6.441,0.00146031064929739,-65.2682292122302,0.00192100235716932,130.470987384959
-90,6.442,0.00146042293521731,-67.9424456395231,0.00192119843103378,127.77524476903
-90,6.443,0.00146053291425364,-70.6166697330588,0.00192139047216947,125.079496299839
-90,6.444,0.00146064058487261,-73.2909013212798,0.00192157847866099,122.383742138977
-90,6.445,0.00146074594877132,-75.9651402683667,0.00192176245128866,119.687982402499
-90,6.446,0.00146084900361122,-78.6393863924573,0.00192194238918975,116.992217189979
-90,6.447,0.0014609497497673,-81.3136395421959,0.00192211829057651,114.296446651056
-90,6.448,0.00146104818626498,-83.9878995573005,0.00192229015712651,111.600670880409
